product_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score,product_line,days_of_supply,stock_status,stock_value,excess_value
ITM11268,Electronics,137,89,9,2,43.39,8.79,0.93,L58,C,179,1.21,41.56,1.1,8,0.73,888,8.56,0.44,2024-04-29,19.97,0.478,Industrial Hardware,3.157409541368979,Understock,5693.72,0.0
ITM11269,Automotive,280,74,10,2,28.75,3.36,0.2,L69,A,42,0.65,93.73,1.41,2,0.81,896,7.66,0.69,2024-11-04,229.28,0.621,Warehouse Equipment,9.73913043478261,Understock,26244.4,0.0
ITM11270,Electronics,445,21,5,3,35.89,2.01,0.39,L62,D,72,4.51,188.95,1.6,3,0.7,949,11.59,0.65,2024-04-22,297.01,0.605,Industrial Hardware,12.39899693507941,Understock,84082.75,0.0
ITM11271,Apparel,106,33,6,5,42.26,1.84,0.13,L45,B,114,3.89,15.21,1.42,2,0.75,342,12.32,0.54,2024-01-11,182.09,0.64,Packaging,2.5082820634169427,Understock,1612.26,0.0
ITM11272,Electronics,484,43,5,9,23.73,8.36,0.34,L43,D,108,3.35,41.3,0.79,6,0.89,77,4.05,0.8,2024-09-26,133.16,0.593,Industrial Hardware,20.396123050990308,Understock,19989.199999999997,0.0
ITM11273,Pharma,95,62,9,6,38.29,7.73,0.3,L71,B,15,4.67,157.76,1.16,1,0.97,305,7.64,0.43,2024-09-01,141.55,0.646,Safety Products,2.4810655523635416,Understock,14987.199999999999,0.0
ITM11274,Groceries,490,17,11,4,26.7,5.23,0.14,L98,B,144,3.09,35.09,1.86,9,0.89,954,11.8,0.59,2024-01-01,207.05,0.487,MRO Supplies,18.352059925093634,Healthy,17194.100000000002,0.0
ITM11275,Apparel,483,27,5,9,11.91,3.11,0.54,L70,A,18,1.08,61.54,0.84,1,0.9,852,10.46,0.95,2024-06-18,175.29,0.805,Packaging,40.55415617128463,Healthy,29723.82,0.0
ITM11276,Electronics,470,66,8,8,17.55,6.94,0.52,L49,C,110,1.3,96.42,0.58,1,0.73,673,9.28,0.78,2024-11-10,238.4,0.748,Industrial Hardware,26.78062678062678,Understock,45317.4,0.0
ITM11277,Automotive,433,14,10,2,25.03,0.87,0.17,L59,A,70,1.09,189.2,1.09,3,0.9,801,5.53,0.51,2024-04-13,132.27,0.587,Warehouse Equipment,17.29924091090691,Healthy,81923.59999999999,0.0
ITM11278,Apparel,332,35,8,9,16.53,5.9,0.34,L42,D,171,1.88,44.87,0.66,7,0.84,804,9.53,0.64,2024-03-07,131.02,0.617,Packaging,20.084694494857832,Understock,14896.839999999998,0.0
ITM11279,Apparel,402,39,4,4,17.44,4.29,0.96,L25,B,172,2.21,185.39,0.6,7,0.9,714,9.57,0.52,2024-06-23,226.33,0.612,Packaging,23.050458715596328,Understock,74526.78,0.0
ITM11280,Electronics,233,63,9,6,17.53,9.79,0.2,L90,D,108,4.09,146.52,1.58,7,0.8,314,7.05,0.29,2024-03-31,197.2,0.414,Industrial Hardware,13.291500285225327,Understock,34139.16,0.0
ITM11281,Apparel,476,22,4,4,7.02,5.32,0.37,L31,B,157,1.36,137.52,1.79,7,0.87,613,14.44,0.47,2024-06-14,235.65,0.542,Packaging,67.80626780626781,Overstock,65459.520000000004,56383.200000000004
ITM11282,Automotive,304,92,4,5,5.15,5.75,0.13,L74,D,67,3.76,147.47,1.05,6,0.83,530,10.14,0.89,2024-01-31,267.28,0.654,Warehouse Equipment,59.02912621359223,Understock,44830.88,0.0
ITM11283,Apparel,258,38,4,3,3.28,7.27,0.23,L50,B,69,2.71,15.94,1.58,5,0.87,450,12.91,0.57,2024-01-12,86.39,0.602,Packaging,78.65853658536585,Healthy,4112.5199999999995,0.0
ITM11284,Automotive,184,12,13,4,6.44,5.1,0.73,L30,A,44,5.0,28.79,0.46,6,0.74,509,2.81,0.67,2024-03-16,101.36,0.553,Warehouse Equipment,28.57142857142857,Healthy,5297.36,0.0
ITM11285,Electronics,106,99,3,7,17.84,2.63,0.43,L100,B,56,3.99,73.62,1.14,4,0.82,826,11.59,0.35,2024-10-27,162.82,0.595,Industrial Hardware,5.941704035874439,Understock,7803.72,0.0
ITM11286,Groceries,160,67,13,9,30.1,5.6,0.51,L53,C,55,4.86,24.05,1.31,7,0.81,615,9.43,0.48,2024-12-26,279.83,0.513,MRO Supplies,5.3156146179401995,Understock,3848.0,0.0
ITM11287,Apparel,179,85,3,3,10.22,9.47,0.24,L6,A,96,2.04,197.64,1.03,1,0.92,182,5.32,0.94,2024-03-13,252.06,0.72,Packaging,17.5146771037182,Understock,35377.56,0.0
ITM11288,Groceries,65,11,9,6,44.51,4.39,0.71,L41,C,13,1.05,120.28,0.32,4,0.91,240,2.91,0.45,2024-02-26,145.85,0.599,MRO Supplies,1.4603459896652438,Understock,7818.2,0.0
ITM11289,Automotive,391,84,14,3,40.61,6.96,0.78,L96,D,19,2.78,102.6,1.49,6,0.97,173,6.32,0.4,2024-09-26,176.2,0.489,Warehouse Equipment,9.62817040137897,Understock,40116.6,0.0
ITM11290,Apparel,131,37,7,4,26.51,9.79,0.26,L61,D,116,1.06,159.25,1.69,8,0.89,480,7.18,0.24,2024-07-05,216.57,0.393,Packaging,4.941531497548095,Understock,20861.75,0.0
ITM11291,Pharma,426,91,13,4,36.49,8.38,0.14,L91,B,84,2.72,195.62,1.31,9,0.79,267,2.97,0.28,2024-02-07,161.58,0.343,Safety Products,11.674431351055082,Understock,83334.12,0.0
ITM11292,Groceries,64,86,5,7,18.95,6.76,0.17,L49,B,49,1.71,191.47,0.42,0,0.93,926,10.38,0.67,2024-07-10,38.55,0.816,MRO Supplies,3.3773087071240107,Understock,12254.08,0.0
ITM11293,Apparel,420,95,3,2,2.8,7.49,0.69,L50,D,136,2.71,160.68,0.24,8,0.85,452,5.3,0.73,2024-12-26,112.29,0.603,Packaging,150.0,Healthy,67485.6,0.0
ITM11294,Groceries,266,85,13,9,45.31,9.4,0.22,L85,A,128,4.77,81.66,0.67,2,0.76,371,12.28,0.71,2024-12-05,23.81,0.751,MRO Supplies,5.87066872655043,Understock,21721.559999999998,0.0
ITM11295,Apparel,123,11,12,7,7.26,9.62,0.54,L84,C,82,1.8,22.53,0.17,0,0.92,350,10.08,0.63,2024-07-21,204.26,0.827,Packaging,16.94214876033058,Healthy,2771.19,0.0
ITM11296,Electronics,104,16,8,4,47.45,9.71,0.24,L20,D,49,4.97,28.69,1.69,6,0.74,120,5.35,0.59,2024-10-27,107.77,0.448,Industrial Hardware,2.191780821917808,Understock,2983.76,0.0
ITM11297,Groceries,469,35,13,8,29.02,6.44,0.25,L64,A,105,1.53,10.22,1.44,2,0.75,263,6.04,0.26,2024-02-21,224.13,0.499,MRO Supplies,16.161268090971745,Understock,4793.18,0.0
ITM11298,Pharma,153,99,3,3,15.97,4.15,0.1,L5,C,32,1.44,10.36,1.17,7,0.93,923,14.19,0.87,2024-06-21,134.62,0.692,Safety Products,9.580463368816531,Understock,1585.08,0.0
ITM11299,Pharma,127,97,11,7,25.28,1.76,0.39,L17,B,152,2.95,187.92,1.79,1,0.93,594,14.27,0.61,2024-06-03,23.22,0.699,Safety Products,5.023734177215189,Understock,23865.84,0.0
ITM11300,Automotive,37,85,4,7,25.58,4.16,0.18,L65,A,124,4.29,186.13,0.31,3,0.94,423,6.86,0.31,2024-06-14,120.09,0.65,Warehouse Equipment,1.4464425332290853,Understock,6886.8099999999995,0.0
ITM11301,Apparel,113,25,3,9,2.14,9.46,0.45,L76,A,125,3.87,136.84,1.46,1,0.79,385,10.51,0.31,2024-03-10,73.42,0.594,Packaging,52.80373831775701,Healthy,15462.92,0.0
ITM11302,Groceries,169,32,14,8,18.42,8.95,0.64,L43,D,142,3.76,148.07,0.38,3,0.96,220,14.72,0.61,2024-03-21,72.14,0.812,MRO Supplies,9.174809989142236,Understock,25023.829999999998,0.0
ITM11303,Automotive,265,49,9,8,37.25,5.47,0.43,L13,C,177,1.77,107.51,0.22,0,0.92,393,14.92,0.4,2024-08-11,119.51,0.841,Warehouse Equipment,7.114093959731544,Understock,28490.15,0.0
ITM11304,Groceries,308,69,8,8,25.99,5.6,0.73,L57,D,155,0.6,55.19,0.35,9,0.95,505,2.01,0.94,2024-11-23,293.71,0.59,MRO Supplies,11.850711812235476,Understock,16998.52,0.0
ITM11305,Apparel,433,82,8,9,12.97,3.43,0.77,L13,B,30,1.23,183.73,1.91,4,0.91,911,8.75,0.6,2024-09-06,288.42,0.548,Packaging,33.38473400154202,Understock,79555.09,0.0
ITM11306,Pharma,228,41,7,2,17.42,4.82,0.73,L68,B,12,2.07,62.76,0.94,2,0.87,459,11.17,0.98,2024-11-28,243.0,0.785,Safety Products,13.088404133180251,Understock,14309.279999999999,0.0
ITM11307,Electronics,145,24,13,4,43.29,7.29,0.94,L59,C,55,4.87,150.54,0.19,8,0.73,350,3.62,0.79,2024-06-11,81.19,0.573,Industrial Hardware,3.3495033495033497,Understock,21828.3,0.0
ITM11308,Pharma,254,22,6,4,26.75,4.32,0.31,L2,C,99,4.64,56.63,1.21,3,0.91,545,12.51,0.85,2024-03-30,231.54,0.738,Safety Products,9.495327102803738,Understock,14384.02,0.0
ITM11309,Automotive,435,14,13,6,26.89,2.29,0.27,L93,C,88,1.4,175.33,0.48,5,0.91,340,7.56,0.51,2024-12-28,14.46,0.637,Warehouse Equipment,16.177017478616587,Healthy,76268.55,0.0
ITM11310,Electronics,445,84,6,9,48.11,5.64,0.65,L19,D,136,3.77,133.74,0.11,8,0.79,798,7.97,0.31,2024-10-14,26.34,0.555,Industrial Hardware,9.24963625025982,Understock,59514.3,0.0
ITM11311,Automotive,481,83,5,2,16.72,2.64,0.64,L53,C,62,3.11,132.11,1.54,1,0.92,898,4.84,0.75,2024-12-21,252.36,0.625,Warehouse Equipment,28.767942583732058,Understock,63544.91,0.0
ITM11312,Apparel,141,61,12,6,24.5,9.76,0.56,L84,C,157,0.72,28.5,0.39,6,0.87,486,5.2,0.53,2024-11-10,173.63,0.59,Packaging,5.755102040816326,Understock,4018.5,0.0
ITM11313,Electronics,157,86,10,6,40.77,4.21,0.1,L20,D,30,2.17,89.7,1.89,2,0.87,151,2.18,0.96,2024-07-01,118.26,0.566,Industrial Hardware,3.8508707382879566,Understock,14082.9,0.0
ITM11314,Automotive,134,50,9,6,38.19,9.14,0.6,L10,B,99,2.69,109.73,1.23,0,0.81,59,14.04,0.35,2024-04-24,224.73,0.696,Warehouse Equipment,3.5087719298245617,Understock,14703.82,0.0
ITM11315,Apparel,439,62,11,9,14.02,2.64,0.94,L61,B,122,3.5,65.87,0.27,8,0.74,90,6.35,0.7,2024-12-06,43.17,0.586,Packaging,31.31241084165478,Understock,28916.93,0.0
ITM11316,Pharma,181,59,3,5,8.4,2.3,0.4,L34,A,60,1.83,177.39,0.51,8,0.77,419,3.27,0.89,2024-10-28,93.14,0.565,Safety Products,21.547619047619047,Understock,32107.589999999997,0.0
ITM11317,Apparel,220,24,9,6,35.33,6.36,0.97,L44,B,162,4.7,169.16,1.26,3,0.93,175,2.99,0.52,2024-03-30,221.01,0.544,Packaging,6.227002547410133,Understock,37215.2,0.0
ITM11318,Groceries,253,16,12,7,13.63,7.9,0.42,L80,C,77,2.53,103.79,0.74,8,0.78,834,6.7,0.96,2024-07-12,70.08,0.603,MRO Supplies,18.561995597945707,Healthy,26258.870000000003,0.0
ITM11319,Apparel,47,49,6,3,46.21,5.88,0.23,L89,B,125,1.62,74.61,1.11,6,0.7,432,9.85,0.26,2024-06-06,184.19,0.492,Packaging,1.0170958666955203,Understock,3506.67,0.0
ITM11320,Apparel,30,37,9,7,7.33,2.68,0.46,L51,D,147,1.92,162.29,1.62,3,1.0,376,11.89,0.67,2024-12-18,139.82,0.671,Packaging,4.092769440654843,Understock,4868.7,0.0
ITM11321,Groceries,225,41,14,7,16.6,0.86,0.55,L84,B,92,3.88,47.41,1.61,1,0.76,499,13.94,0.82,2024-05-30,68.69,0.721,MRO Supplies,13.554216867469878,Understock,10667.25,0.0
ITM11322,Automotive,186,24,3,4,3.68,6.37,0.67,L11,B,104,3.38,23.59,1.43,4,0.9,572,9.9,0.36,2024-03-06,267.63,0.561,Warehouse Equipment,50.54347826086956,Healthy,4387.74,0.0
ITM11323,Automotive,266,94,7,5,35.46,1.74,0.55,L43,A,146,3.84,18.68,1.78,7,0.98,880,6.89,0.25,2024-03-31,136.3,0.42,Warehouse Equipment,7.501410039481105,Understock,4968.88,0.0
ITM11324,Apparel,66,79,5,9,44.67,3.76,0.58,L87,A,38,1.82,17.35,0.48,9,0.88,756,6.91,0.26,2024-01-01,183.66,0.492,Packaging,1.4775016789791806,Understock,1145.1000000000001,0.0
ITM11325,Groceries,265,74,7,6,32.16,6.92,0.12,L69,C,174,1.97,102.89,0.44,9,0.94,991,9.04,0.46,2024-12-25,83.38,0.577,MRO Supplies,8.240049751243783,Understock,27265.85,0.0
ITM11326,Groceries,146,13,6,4,46.95,1.43,0.33,L49,D,119,2.29,58.51,1.62,5,0.99,581,8.53,0.38,2024-10-20,110.57,0.526,MRO Supplies,3.1096911608093714,Understock,8542.46,0.0
ITM11327,Pharma,166,20,4,2,7.3,1.71,0.38,L41,C,80,1.35,141.17,0.71,4,0.96,958,9.97,0.38,2024-07-19,24.21,0.65,Safety Products,22.73972602739726,Healthy,23434.219999999998,0.0
ITM11328,Automotive,137,35,13,2,5.3,1.09,0.99,L81,D,47,3.61,134.24,1.07,3,0.87,322,8.05,0.57,2024-10-17,150.13,0.628,Warehouse Equipment,25.849056603773587,Understock,18390.88,0.0
ITM11329,Electronics,418,70,6,9,42.08,9.96,0.37,L92,D,136,1.98,112.98,1.51,5,0.81,551,1.83,0.27,2024-01-17,110.01,0.389,Industrial Hardware,9.933460076045629,Understock,47225.64,0.0
ITM11330,Automotive,401,46,5,4,42.92,4.18,0.91,L98,A,81,1.97,77.04,0.85,2,0.84,796,8.01,1.0,2024-04-03,105.53,0.75,Warehouse Equipment,9.34296365330848,Understock,30893.04,0.0
ITM11331,Automotive,431,32,3,3,41.72,9.11,0.37,L63,B,68,1.71,171.59,0.35,1,0.95,536,1.32,0.76,2024-11-04,268.08,0.705,Warehouse Equipment,10.330776605944392,Understock,73955.29000000001,0.0
ITM11332,Pharma,171,94,14,9,40.15,3.29,0.19,L70,B,37,2.54,144.84,1.39,0,0.96,977,3.53,0.22,2024-06-11,214.12,0.544,Safety Products,4.259028642590287,Understock,24767.64,0.0
ITM11333,Electronics,91,49,12,4,18.75,7.66,0.32,L5,A,165,3.97,61.59,1.65,8,0.95,276,6.42,0.75,2024-11-09,142.61,0.501,Industrial Hardware,4.8533333333333335,Understock,5604.6900000000005,0.0
ITM11334,Pharma,382,86,10,4,11.66,2.58,0.35,L80,C,55,4.26,105.32,0.12,0,0.88,276,8.72,0.83,2024-04-23,66.65,0.846,Safety Products,32.76157804459691,Understock,40232.24,0.0
ITM11335,Electronics,156,32,7,5,46.51,5.23,0.98,L9,B,80,4.12,39.69,1.17,3,0.84,915,3.59,0.35,2024-11-23,292.24,0.509,Industrial Hardware,3.354117394108794,Understock,6191.639999999999,0.0
ITM11336,Apparel,194,25,6,9,16.04,8.33,0.71,L31,C,47,3.3,72.47,0.99,5,0.79,390,4.87,0.87,2024-10-16,31.68,0.598,Packaging,12.094763092269327,Understock,14059.18,0.0
ITM11337,Electronics,308,70,12,2,20.52,8.26,0.94,L81,B,126,1.76,199.46,0.59,8,0.7,321,6.24,0.69,2024-02-23,49.47,0.542,Industrial Hardware,15.009746588693957,Understock,61433.68,0.0
ITM11338,Pharma,465,77,14,2,35.28,8.05,0.85,L88,C,117,3.81,52.53,0.41,3,0.93,840,3.76,0.86,2024-09-11,88.39,0.707,Safety Products,13.180272108843537,Understock,24426.45,0.0
ITM11339,Automotive,38,89,7,6,15.37,8.33,0.62,L37,D,155,0.68,142.68,0.46,6,0.78,444,14.98,0.77,2024-03-13,286.81,0.744,Warehouse Equipment,2.4723487312947303,Understock,5421.84,0.0
ITM11340,Electronics,214,40,6,7,41.14,2.51,0.71,L30,D,104,4.09,55.3,1.48,6,0.8,173,12.27,0.76,2024-06-18,90.88,0.608,Industrial Hardware,5.201750121536218,Understock,11834.199999999999,0.0
ITM11341,Electronics,349,62,5,9,4.43,5.08,0.66,L96,B,72,4.01,188.25,1.12,5,0.95,959,12.35,0.33,2024-02-09,152.51,0.609,Industrial Hardware,78.78103837471784,Healthy,65699.25,0.0
ITM11342,Groceries,443,34,7,4,39.77,5.11,0.7,L12,C,112,3.52,68.93,1.96,8,0.72,244,8.96,0.45,2024-05-01,230.74,0.397,MRO Supplies,11.139049534825244,Understock,30535.99,0.0
ITM11343,Automotive,194,53,6,9,30.49,8.96,0.34,L56,C,14,0.94,75.87,0.56,9,0.98,632,14.46,0.62,2024-06-26,279.46,0.677,Warehouse Equipment,6.362741882584454,Understock,14718.78,0.0
ITM11344,Apparel,468,21,3,4,29.08,3.32,0.47,L13,D,166,4.99,122.83,1.92,6,0.7,793,11.25,0.29,2024-06-12,185.48,0.436,Packaging,16.09353507565337,Understock,57484.44,0.0
ITM11345,Pharma,432,99,14,3,23.46,9.35,0.63,L98,C,116,3.9,121.74,1.08,2,0.98,222,5.63,0.58,2024-03-26,121.44,0.639,Safety Products,18.414322250639387,Understock,52591.68,0.0
ITM11346,Apparel,453,18,5,9,14.58,4.78,0.13,L82,A,151,3.81,120.02,0.38,5,0.84,252,9.55,0.56,2024-11-21,295.8,0.669,Packaging,31.069958847736626,Healthy,54369.06,0.0
ITM11347,Automotive,373,21,12,8,23.74,6.86,0.53,L91,C,67,0.79,118.92,0.38,6,0.73,82,8.61,0.39,2024-02-15,17.59,0.581,Warehouse Equipment,15.711878685762427,Understock,44357.16,0.0
ITM11348,Electronics,160,78,12,8,23.05,3.05,0.87,L13,D,155,2.29,69.32,1.26,6,0.9,260,9.12,0.36,2024-12-28,251.33,0.528,Industrial Hardware,6.941431670281996,Understock,11091.199999999999,0.0
ITM11349,Electronics,265,63,10,2,29.6,4.4,0.54,L57,A,16,0.89,92.54,1.68,5,0.97,862,12.45,0.4,2024-12-09,90.45,0.572,Industrial Hardware,8.952702702702702,Understock,24523.100000000002,0.0
ITM11350,Automotive,404,63,9,3,14.8,7.24,0.6,L22,A,96,2.12,122.75,1.52,2,0.83,743,8.13,0.68,2024-11-23,247.06,0.618,Warehouse Equipment,27.297297297297295,Understock,49591.0,0.0
ITM11351,Electronics,437,37,4,5,4.8,5.37,0.28,L89,C,106,3.07,137.54,1.35,5,0.91,802,11.2,0.53,2024-06-20,57.03,0.602,Industrial Hardware,91.04166666666667,Healthy,60104.979999999996,0.0
ITM11352,Electronics,112,65,3,6,8.11,9.34,0.81,L39,D,54,4.45,58.09,0.43,1,0.99,100,4.51,0.53,2024-08-16,110.58,0.701,Industrial Hardware,13.810110974106044,Understock,6506.08,0.0
ITM11353,Electronics,451,78,5,3,35.26,7.5,0.42,L4,D,25,1.77,143.28,0.31,9,0.77,932,14.05,0.35,2024-01-06,26.23,0.6,Industrial Hardware,12.790697674418606,Understock,64619.28,0.0
ITM11354,Pharma,258,86,7,2,2.1,5.86,0.96,L6,D,73,3.31,185.42,0.1,0,0.95,941,2.21,0.83,2024-05-15,67.89,0.775,Safety Products,122.85714285714285,Healthy,47838.35999999999,0.0
ITM11355,Pharma,224,67,12,5,42.97,8.92,0.99,L42,A,46,1.24,154.01,0.29,7,0.79,904,14.91,0.76,2024-04-17,184.81,0.74,Safety Products,5.212939259948802,Understock,34498.24,0.0
ITM11356,Groceries,67,87,13,4,35.03,6.82,0.92,L8,D,162,2.09,26.0,1.56,2,0.83,456,9.86,0.54,2024-05-07,230.84,0.609,MRO Supplies,1.9126463031687124,Understock,1742.0,0.0
ITM11357,Apparel,452,84,14,5,38.64,6.65,0.18,L38,A,18,4.76,99.13,1.8,7,0.78,590,7.58,0.31,2024-12-20,274.26,0.399,Packaging,11.697722567287785,Understock,44806.759999999995,0.0
ITM11358,Automotive,264,51,3,7,41.96,2.84,0.4,L46,A,165,3.86,92.7,0.56,2,0.83,567,5.35,0.77,2024-02-04,44.71,0.695,Warehouse Equipment,6.291706387035272,Understock,24472.8,0.0
ITM11359,Automotive,339,47,5,9,7.01,4.25,0.95,L48,B,146,2.96,73.94,1.61,1,0.7,984,6.67,0.92,2024-06-28,50.77,0.632,Warehouse Equipment,48.35948644793153,Healthy,25065.66,0.0
ITM11360,Automotive,336,77,5,3,41.3,6.99,0.82,L56,C,149,1.63,103.35,0.48,7,0.79,182,11.95,0.34,2024-05-11,282.24,0.597,Warehouse Equipment,8.135593220338984,Understock,34725.6,0.0
ITM11361,Groceries,432,62,7,2,25.73,8.97,0.92,L19,D,155,2.21,93.53,0.57,2,0.83,145,2.95,0.68,2024-02-25,232.13,0.644,MRO Supplies,16.789739603575594,Understock,40404.96,0.0
ITM11362,Pharma,314,42,5,3,44.39,3.5,0.62,L32,A,99,1.21,11.17,0.53,7,0.89,473,4.54,0.54,2024-01-01,166.53,0.554,Safety Products,7.073665239918901,Understock,3507.38,0.0
ITM11363,Groceries,147,80,11,4,44.44,2.55,0.53,L68,C,83,2.09,54.95,0.2,1,0.89,907,2.73,0.27,2024-01-25,148.25,0.628,MRO Supplies,3.307830783078308,Understock,8077.650000000001,0.0
ITM11364,Automotive,363,65,3,8,2.18,6.14,0.2,L53,A,134,1.18,50.62,0.47,3,0.88,131,6.97,0.78,2024-07-16,55.74,0.718,Warehouse Equipment,166.5137614678899,Healthy,18375.059999999998,0.0
ITM11365,Apparel,301,81,6,4,19.76,1.14,0.86,L73,C,60,4.08,76.36,0.81,8,0.79,838,6.42,0.26,2024-08-12,120.0,0.455,Packaging,15.232793522267205,Understock,22984.36,0.0
ITM11366,Electronics,36,60,12,2,26.79,7.29,0.77,L88,A,41,0.86,43.15,0.87,0,0.98,364,10.08,0.76,2024-08-02,118.06,0.795,Industrial Hardware,1.343784994400896,Understock,1553.3999999999999,0.0
ITM11367,Pharma,90,83,12,7,34.24,7.18,0.15,L24,D,97,1.35,22.88,0.69,1,0.82,778,14.94,0.42,2024-03-26,198.02,0.758,Safety Products,2.628504672897196,Understock,2059.2,0.0
ITM11368,Pharma,288,52,6,6,15.02,3.87,0.29,L22,B,145,3.61,47.36,1.08,1,0.77,965,13.49,0.65,2024-07-30,183.68,0.736,Safety Products,19.174434087882823,Understock,13639.68,0.0
ITM11369,Groceries,344,24,3,9,13.35,8.98,0.6,L23,B,167,4.56,172.3,0.82,8,0.87,329,13.33,0.33,2024-09-09,27.32,0.576,MRO Supplies,25.767790262172284,Healthy,59271.200000000004,0.0
ITM11370,Pharma,301,47,4,9,19.68,5.27,0.72,L11,B,35,4.84,161.44,1.94,9,0.92,692,10.04,0.5,2024-07-12,256.06,0.444,Safety Products,15.294715447154472,Understock,48593.44,0.0
ITM11371,Automotive,324,24,13,5,25.55,6.63,0.22,L79,A,161,4.26,94.0,1.63,4,0.7,135,4.79,0.28,2024-06-28,281.89,0.417,Warehouse Equipment,12.681017612524462,Understock,30456.0,0.0
ITM11372,Automotive,470,14,3,5,47.61,2.49,0.32,L49,C,164,1.45,176.78,1.87,3,0.78,889,6.38,0.57,2024-10-06,236.26,0.508,Warehouse Equipment,9.871875656374712,Understock,83086.6,0.0
ITM11373,Groceries,26,92,8,4,38.34,4.46,0.27,L80,D,176,1.79,54.21,1.16,9,0.95,415,4.5,0.37,2024-07-11,61.73,0.428,MRO Supplies,0.6781429316640584,Understock,1409.46,0.0
ITM11374,Automotive,333,63,5,3,22.04,8.69,0.3,L88,D,75,4.42,121.0,1.39,9,0.85,874,2.89,0.35,2024-02-21,59.93,0.36,Warehouse Equipment,15.108892921960074,Understock,40293.0,0.0
ITM11375,Apparel,324,60,9,8,3.66,2.52,0.93,L31,A,82,4.5,37.16,0.42,3,0.82,415,7.1,0.29,2024-09-02,220.57,0.615,Packaging,88.52459016393442,Healthy,12039.839999999998,0.0
ITM11376,Groceries,122,19,7,3,9.26,4.21,0.74,L64,B,59,3.38,168.35,1.53,6,0.98,142,13.57,0.81,2024-10-22,137.85,0.666,MRO Supplies,13.174946004319654,Understock,20538.7,0.0
ITM11377,Apparel,328,21,11,7,23.34,3.52,0.76,L75,A,54,1.91,34.81,0.55,2,0.73,120,11.41,0.71,2024-11-29,235.85,0.745,Packaging,14.05312767780634,Understock,11417.68,0.0
ITM11378,Electronics,212,13,9,6,40.88,1.94,0.81,L19,C,96,1.51,16.05,0.38,8,0.88,375,14.79,0.33,2024-12-17,31.89,0.641,Industrial Hardware,5.185909980430528,Understock,3402.6000000000004,0.0
ITM11379,Apparel,260,27,6,9,19.65,3.25,0.42,L30,B,42,4.34,61.95,0.18,4,0.8,556,3.73,0.58,2024-04-25,217.77,0.628,Packaging,13.231552162849873,Understock,16107.0,0.0
ITM11380,Electronics,81,89,7,3,27.39,2.71,0.79,L60,A,28,1.42,181.18,1.0,8,0.72,375,8.01,0.73,2024-03-24,132.99,0.537,Industrial Hardware,2.9572836801752462,Understock,14675.58,0.0
ITM11381,Electronics,36,45,7,9,44.7,9.27,0.98,L82,C,150,3.48,34.6,0.64,0,0.76,893,12.1,0.9,2024-08-19,18.99,0.829,Industrial Hardware,0.8053691275167785,Understock,1245.6000000000001,0.0
ITM11382,Apparel,190,34,13,5,45.78,7.54,0.73,L33,B,122,4.86,72.83,1.97,9,0.89,240,7.45,0.25,2024-02-07,168.1,0.35,Packaging,4.150283966797728,Understock,13837.699999999999,0.0
ITM11383,Groceries,44,96,7,9,11.57,3.5,0.48,L59,D,31,3.67,70.12,0.57,7,0.71,263,5.97,0.49,2024-01-18,212.72,0.523,MRO Supplies,3.8029386343993083,Understock,3085.28,0.0
ITM11384,Automotive,270,85,12,8,3.14,7.75,0.74,L33,C,157,1.66,162.31,1.75,1,0.88,96,12.42,0.69,2024-05-30,163.19,0.685,Warehouse Equipment,85.9872611464968,Healthy,43823.7,0.0
ITM11385,Automotive,272,45,11,9,15.97,0.71,0.91,L86,D,106,1.77,90.09,0.7,7,0.99,779,7.02,0.21,2024-01-11,45.64,0.524,Warehouse Equipment,17.031934877896056,Understock,24504.48,0.0
ITM11386,Electronics,406,76,12,3,35.09,5.5,0.22,L2,C,14,0.92,126.2,1.52,3,0.94,138,13.78,0.39,2024-06-12,246.61,0.638,Industrial Hardware,11.570247933884296,Understock,51237.200000000004,0.0
ITM11387,Electronics,226,18,5,8,47.6,2.88,0.34,L60,B,135,3.59,86.83,1.35,1,0.8,836,4.76,0.8,2024-05-13,101.95,0.628,Industrial Hardware,4.7478991596638656,Understock,19623.579999999998,0.0
ITM11388,Groceries,48,70,8,9,4.77,1.59,0.93,L37,A,87,2.83,114.78,1.17,1,0.74,276,13.55,0.48,2024-02-23,277.22,0.688,MRO Supplies,10.062893081761008,Understock,5509.4400000000005,0.0
ITM11389,Pharma,136,62,10,6,2.4,8.9,0.95,L87,A,169,1.43,21.86,0.89,5,0.84,446,4.9,0.27,2024-02-07,272.99,0.498,Safety Products,56.66666666666667,Understock,2972.96,0.0
ITM11390,Apparel,435,27,13,5,44.32,2.39,0.54,L70,A,39,1.52,81.07,1.38,2,0.82,266,5.05,0.7,2024-06-24,68.11,0.593,Packaging,9.814981949458483,Understock,35265.45,0.0
ITM11391,Electronics,301,52,11,9,37.66,8.31,0.44,L21,A,100,0.54,172.47,0.87,9,0.99,801,6.89,0.4,2024-03-28,148.15,0.503,Industrial Hardware,7.992565055762083,Understock,51913.47,0.0
