lead_id,enquiry_date,lead_source,product_category,region,response_time_hours,stage,deal_value_gbp,customer_type
LD-630,05/06/2024,Trade Show,MRO Supplies,South East,23,Proposal Sent,63961.45,Retail
LD-631,13/12/2024,Cold Call,MRO Supplies,North,81,Lost,46608.41,Government
LD-632,01/11/2023,Referral,Safety Products,North,86,Lost,70222.5,Government
LD-633,30/06/2023,Email Campaign,MRO Supplies,South West,29,Proposal Sent,66493.66,Retail
LD-634,04/02/2022,Referral,Safety Products,Midlands,19,Enquiry,40110.87,Trade
LD-635,19/10/2022,Trade Show,Warehouse Equipment,South East,94,Qualified,12435.75,Trade
LD-636,07/09/2022,Referral,Packaging,North,34,Proposal Sent,14896.65,Retail
LD-637,18/04/2024,Email Campaign,Safety Products,South East,67,Proposal Sent,20015.12,Retail
LD-638,24/02/2024,Website,Safety Products,London,19,Enquiry,60074.44,Contractor
LD-639,11/02/2023,Cold Call,Warehouse Equipment,London,5,Proposal Sent,8459.58,Trade
LD-640,12/11/2022,Trade Show,Safety Products,London,23,Proposal Sent,28805.72,Trade
LD-641,09/12/2023,Website,MRO Supplies,Midlands,14,Proposal Sent,26596.09,Contractor
LD-642,07/02/2023,Email Campaign,Industrial Hardware,London,70,Qualified,64071.96,Trade
LD-643,09/01/2024,Email Campaign,Industrial Hardware,Midlands,14,Won,80874.97,Government
LD-644,24/04/2022,Referral,Warehouse Equipment,South West,27,Proposal Sent,21360.13,Retail
LD-645,26/03/2023,Referral,Warehouse Equipment,Midlands,74,Won,23739.8,Trade
LD-646,05/08/2023,Online Directory,MRO Supplies,London,52,Qualified,9528.62,Government
LD-647,04/04/2024,Trade Show,Packaging,South West,79,Qualified,30171.95,Contractor
LD-648,16/05/2023,Website,Safety Products,South West,75,Enquiry,15184.45,Government
LD-649,23/04/2023,Referral,Warehouse Equipment,Midlands,45,Lost,54452.84,Trade
LD-650,18/12/2022,Website,Safety Products,South East,7,Lost,40150.58,Retail
LD-651,27/09/2024,Trade Show,Safety Products,Midlands,46,Proposal Sent,57533.98,Retail
LD-652,27/11/2022,Trade Show,Industrial Hardware,North,3,Qualified,64975.55,Retail
LD-653,04/09/2023,Trade Show,Packaging,Midlands,4,Proposal Sent,44947.56,Trade
LD-654,22/01/2023,Website,Industrial Hardware,North,14,Enquiry,67792.84,Government
LD-655,02/12/2022,Cold Call,Packaging,Midlands,21,Enquiry,71274.97,Trade
LD-656,23/12/2022,Email Campaign,Industrial Hardware,North,9,Won,81917.15,Contractor
LD-657,12/08/2024,Cold Call,Warehouse Equipment,South East,4,Enquiry,67650.95,Government
LD-658,22/01/2024,Trade Show,MRO Supplies,North,11,Won,65909.24,Government
LD-659,23/11/2022,Trade Show,MRO Supplies,Midlands,22,Enquiry,13861.67,Government
LD-660,12/12/2024,Online Directory,Warehouse Equipment,Midlands,33,Lost,35325.72,Contractor
LD-661,30/04/2022,Referral,Safety Products,South East,81,Proposal Sent,41079.92,Trade
LD-662,25/07/2023,Website,Warehouse Equipment,South West,11,Enquiry,24200.39,Trade
LD-663,30/08/2023,Cold Call,Packaging,South East,28,Proposal Sent,12069.61,Contractor
LD-664,06/03/2024,Online Directory,Industrial Hardware,North,46,Lost,29515.48,Government
LD-665,16/03/2023,Trade Show,MRO Supplies,North,58,Lost,659.72,Contractor
LD-666,13/04/2022,Cold Call,MRO Supplies,North,47,Lost,56179.43,Government
LD-667,16/11/2024,Online Directory,MRO Supplies,London,29,Lost,84399.38,Government
LD-668,18/05/2024,Referral,Packaging,London,11,Enquiry,29037.17,Trade
LD-669,21/05/2024,Referral,MRO Supplies,Midlands,55,Lost,32705.28,Government
LD-670,14/06/2023,Online Directory,Warehouse Equipment,South East,71,Lost,47470.14,Contractor
LD-671,04/04/2022,Referral,MRO Supplies,South East,57,Lost,77763.41,Contractor
LD-672,10/11/2022,Email Campaign,Warehouse Equipment,Midlands,95,Lost,68822.76,Retail
LD-673,11/06/2023,Trade Show,Industrial Hardware,Midlands,90,Won,16559.3,Contractor
LD-674,03/06/2022,Email Campaign,MRO Supplies,South West,58,Lost,67296.87,Trade
LD-675,04/02/2022,Trade Show,Industrial Hardware,South East,17,Lost,60926.51,Trade
LD-676,01/04/2023,Email Campaign,Packaging,London,87,Proposal Sent,73138.41,Contractor
LD-677,21/03/2023,Website,Industrial Hardware,South West,25,Proposal Sent,67647.82,Government
LD-678,10/12/2023,Online Directory,Warehouse Equipment,South West,3,Lost,67927.75,Contractor
LD-679,01/06/2024,Cold Call,Industrial Hardware,South East,66,Lost,57984.94,Government
LD-680,24/06/2022,Online Directory,Warehouse Equipment,London,93,Proposal Sent,55394.67,Contractor
LD-681,08/04/2023,Referral,Warehouse Equipment,North,51,Won,7826.68,Contractor
LD-682,26/04/2022,Email Campaign,Safety Products,Midlands,39,Proposal Sent,38438.31,Retail
LD-683,19/07/2024,Referral,Industrial Hardware,South West,78,Qualified,27583.68,Government
LD-684,23/03/2022,Website,Safety Products,South East,59,Enquiry,41992.71,Contractor
LD-685,10/05/2023,Online Directory,Warehouse Equipment,London,40,Won,77304.75,Government
LD-686,07/04/2022,Online Directory,MRO Supplies,Midlands,23,Enquiry,29159.93,Trade
LD-687,07/04/2024,Online Directory,Industrial Hardware,South East,4,Won,50928.15,Contractor
LD-688,30/04/2023,Trade Show,Safety Products,South East,44,Enquiry,57871.09,Government
LD-689,31/07/2023,Website,Packaging,South West,46,Won,33265.79,Retail
LD-690,29/04/2023,Referral,MRO Supplies,South West,68,Qualified,5305.23,Contractor
LD-691,11/03/2024,Trade Show,Industrial Hardware,North,82,Proposal Sent,54156.34,Contractor
LD-692,22/10/2023,Email Campaign,Packaging,London,26,Proposal Sent,47077.68,Trade
LD-693,03/10/2024,Cold Call,MRO Supplies,North,60,Proposal Sent,51972.97,Government
LD-694,24/08/2024,Trade Show,Industrial Hardware,Midlands,96,Enquiry,77163.74,Retail
LD-695,10/02/2022,Online Directory,Industrial Hardware,South West,11,Enquiry,58072.45,Trade
LD-696,04/06/2023,Website,Industrial Hardware,London,60,Won,80557.85,Trade
LD-697,27/06/2024,Website,Packaging,South East,31,Won,70926.49,Contractor
LD-698,29/09/2024,Trade Show,Industrial Hardware,South West,16,Won,80632.66,Contractor
LD-699,25/07/2024,Trade Show,Industrial Hardware,South East,76,Won,26012.67,Retail
LD-700,25/09/2022,Cold Call,Safety Products,Midlands,31,Qualified,13537.75,Contractor
LD-701,21/02/2023,Cold Call,Warehouse Equipment,South West,46,Won,65110.78,Contractor
LD-702,08/09/2023,Online Directory,Industrial Hardware,North,2,Enquiry,38281.67,Retail
LD-703,08/10/2022,Referral,Packaging,South East,16,Qualified,83373.05,Retail
LD-704,14/12/2023,Website,Industrial Hardware,North,48,Qualified,28552.09,Government
LD-705,04/10/2024,Email Campaign,MRO Supplies,South East,55,Lost,21051.22,Trade
LD-706,08/06/2023,Website,Packaging,Midlands,84,Proposal Sent,7741.3,Retail
LD-707,10/09/2023,Referral,Safety Products,South West,13,Qualified,3168.74,Contractor
LD-708,20/07/2024,Trade Show,Warehouse Equipment,South East,91,Qualified,8067.84,Trade
LD-709,10/02/2023,Referral,Industrial Hardware,South East,71,Enquiry,59805.05,Trade
LD-710,05/01/2024,Referral,Packaging,Midlands,10,Enquiry,19319.52,Trade
LD-711,01/02/2022,Website,Packaging,North,68,Won,22325.04,Retail
LD-712,07/06/2024,Online Directory,Safety Products,South East,54,Qualified,17476.94,Retail
LD-713,09/12/2023,Online Directory,Packaging,South East,73,Enquiry,48050.97,Government
LD-714,24/02/2022,Email Campaign,Safety Products,London,53,Won,58092.79,Contractor
LD-715,01/04/2024,Online Directory,Industrial Hardware,London,28,Won,1270.66,Trade
LD-716,23/11/2023,Online Directory,Packaging,South East,8,Qualified,60342.75,Retail
LD-717,02/07/2024,Email Campaign,MRO Supplies,South West,87,Lost,43522.65,Government
LD-718,11/02/2024,Online Directory,Warehouse Equipment,South West,22,Proposal Sent,76361.16,Government
LD-719,30/04/2022,Trade Show,Safety Products,South West,90,Proposal Sent,56822.76,Retail
LD-720,20/12/2023,Cold Call,Warehouse Equipment,London,12,Proposal Sent,7378.21,Government
LD-721,31/01/2022,Website,Industrial Hardware,South West,76,Qualified,33017.61,Retail
LD-722,04/04/2023,Trade Show,Safety Products,North,88,Won,23370.24,Trade
LD-723,02/12/2022,Trade Show,Safety Products,North,61,Lost,76798.34,Retail
LD-724,25/08/2022,Trade Show,Warehouse Equipment,North,67,Enquiry,82760.1,Trade
LD-725,13/04/2024,Trade Show,Warehouse Equipment,North,60,Won,59081.49,Trade
LD-726,03/06/2024,Trade Show,MRO Supplies,South East,32,Enquiry,43421.28,Retail
LD-727,15/12/2024,Website,Warehouse Equipment,London,57,Won,40402.33,Contractor
LD-728,15/10/2024,Email Campaign,Warehouse Equipment,London,20,Proposal Sent,40363.62,Retail
LD-729,28/12/2022,Online Directory,Safety Products,South East,16,Enquiry,57325.26,Contractor
LD-730,21/09/2024,Trade Show,Safety Products,Midlands,69,Qualified,14378.13,Contractor
LD-731,05/08/2022,Cold Call,Warehouse Equipment,South East,22,Qualified,13100.58,Trade
LD-732,14/07/2023,Cold Call,Warehouse Equipment,South East,65,Won,75357.67,Trade
LD-733,09/10/2023,Website,MRO Supplies,South East,44,Enquiry,3824.62,Retail
LD-734,04/02/2024,Trade Show,Industrial Hardware,North,87,Lost,81397.7,Government
LD-735,20/09/2022,Website,MRO Supplies,South East,31,Proposal Sent,42438.89,Contractor
LD-736,24/05/2022,Website,Packaging,North,47,Proposal Sent,58029.08,Government
LD-737,04/11/2022,Online Directory,Packaging,South West,68,Won,35096.16,Government
LD-738,15/10/2022,Email Campaign,MRO Supplies,Midlands,87,Qualified,45632.93,Contractor
LD-739,05/08/2022,Referral,Safety Products,North,46,Lost,6564.35,Trade
LD-740,05/12/2023,Cold Call,MRO Supplies,London,59,Enquiry,59881.77,Government
LD-741,05/04/2023,Cold Call,Packaging,Midlands,64,Enquiry,1537.21,Government
LD-742,25/09/2024,Cold Call,Packaging,North,87,Enquiry,84410.26,Retail
LD-743,27/02/2022,Online Directory,Packaging,Midlands,20,Enquiry,4842.99,Retail
LD-744,16/01/2022,Referral,Packaging,Midlands,60,Won,64941.11,Contractor
LD-745,20/11/2023,Cold Call,Packaging,London,86,Lost,22066.29,Trade
LD-746,30/12/2022,Cold Call,Industrial Hardware,South East,17,Qualified,43084.11,Retail
LD-747,07/04/2024,Website,MRO Supplies,North,21,Enquiry,49651.96,Retail
LD-748,09/11/2022,Referral,Warehouse Equipment,South West,2,Lost,57668.53,Retail
LD-749,22/05/2022,Cold Call,Warehouse Equipment,North,14,Qualified,49335.62,Government
LD-750,09/08/2024,Email Campaign,Packaging,South West,59,Proposal Sent,74403.64,Government
LD-751,22/03/2024,Cold Call,Warehouse Equipment,Midlands,75,Proposal Sent,58835.14,Contractor
LD-752,02/10/2023,Website,Packaging,London,85,Won,12990.57,Government
LD-753,17/07/2023,Online Directory,MRO Supplies,South East,51,Qualified,74886.93,Contractor
LD-754,27/10/2024,Online Directory,Warehouse Equipment,South East,79,Lost,13984.66,Retail
LD-755,09/01/2024,Online Directory,Safety Products,South East,65,Proposal Sent,9485.45,Trade
LD-756,06/07/2022,Email Campaign,Warehouse Equipment,South West,58,Proposal Sent,40447.61,Retail
LD-757,30/03/2024,Cold Call,Industrial Hardware,South West,39,Enquiry,46941.43,Retail
LD-758,25/04/2024,Trade Show,Industrial Hardware,South East,22,Won,83322.35,Government
LD-759,28/06/2023,Trade Show,Warehouse Equipment,South East,5,Lost,81404.91,Contractor
LD-760,30/03/2024,Website,Warehouse Equipment,Midlands,36,Lost,2507.79,Government
LD-761,05/07/2024,Website,Safety Products,North,43,Lost,12540.39,Government
LD-762,09/07/2022,Online Directory,Warehouse Equipment,North,50,Qualified,16196.06,Trade
LD-763,20/06/2022,Online Directory,Packaging,South East,57,Proposal Sent,30622.16,Government
LD-764,31/07/2022,Online Directory,MRO Supplies,London,95,Proposal Sent,47598.01,Contractor
LD-765,03/07/2022,Trade Show,Safety Products,South West,58,Proposal Sent,55017.63,Government
LD-766,12/03/2023,Referral,Industrial Hardware,South West,85,Enquiry,17422.58,Contractor
LD-767,29/10/2022,Trade Show,MRO Supplies,South West,60,Qualified,62042.35,Retail
LD-768,19/07/2022,Email Campaign,Safety Products,South East,51,Proposal Sent,69668.01,Trade
LD-769,22/08/2022,Email Campaign,Packaging,London,33,Won,13590.28,Retail
LD-770,08/03/2023,Email Campaign,Industrial Hardware,North,46,Won,72746.03,Trade
LD-771,07/10/2024,Email Campaign,Warehouse Equipment,Midlands,88,Proposal Sent,902.63,Retail
LD-772,25/09/2024,Cold Call,Packaging,North,85,Proposal Sent,30701.89,Government
LD-773,19/06/2023,Trade Show,Warehouse Equipment,London,6,Enquiry,19550.19,Trade
LD-774,30/04/2024,Trade Show,Industrial Hardware,South West,15,Qualified,44325.36,Trade
LD-775,04/11/2022,Trade Show,MRO Supplies,Midlands,85,Lost,51943.11,Trade
LD-776,15/08/2022,Website,Industrial Hardware,North,2,Enquiry,7457.89,Retail
LD-777,20/04/2022,Online Directory,Packaging,South West,58,Proposal Sent,41449.19,Government
LD-778,16/05/2022,Email Campaign,Industrial Hardware,Midlands,88,Qualified,30014.0,Trade
LD-779,10/02/2024,Referral,MRO Supplies,Midlands,72,Proposal Sent,23786.31,Retail
LD-780,07/09/2023,Cold Call,Packaging,Midlands,31,Qualified,70917.6,Retail
LD-781,20/12/2024,Online Directory,Warehouse Equipment,South West,88,Won,56137.85,Retail
LD-782,06/10/2024,Referral,Industrial Hardware,South West,12,Qualified,63696.53,Retail
LD-783,27/11/2024,Cold Call,Safety Products,London,5,Enquiry,73240.19,Retail
LD-784,26/09/2022,Online Directory,MRO Supplies,South West,11,Won,48795.55,Contractor
LD-785,30/08/2022,Online Directory,Industrial Hardware,Midlands,60,Won,49285.07,Retail
LD-786,12/09/2022,Website,Industrial Hardware,South West,17,Proposal Sent,59920.3,Government
LD-787,06/09/2023,Email Campaign,Industrial Hardware,South East,72,Qualified,7041.04,Trade
LD-788,16/05/2023,Cold Call,Industrial Hardware,Midlands,79,Won,66523.12,Government
LD-789,05/12/2022,Email Campaign,Warehouse Equipment,South West,19,Won,20897.79,Contractor
LD-790,10/04/2023,Website,MRO Supplies,London,2,Won,70127.51,Government
LD-791,01/11/2022,Online Directory,MRO Supplies,North,17,Qualified,80433.07,Government
LD-792,31/07/2023,Online Directory,Industrial Hardware,South East,15,Lost,36436.98,Government
LD-793,22/04/2024,Website,Industrial Hardware,South West,68,Proposal Sent,17633.56,Retail
LD-794,29/03/2023,Referral,Industrial Hardware,South East,95,Lost,50566.74,Trade
LD-795,15/11/2023,Cold Call,MRO Supplies,Midlands,31,Enquiry,4416.39,Retail
LD-796,28/02/2022,Website,Safety Products,Midlands,89,Enquiry,17634.4,Contractor
LD-797,04/11/2024,Email Campaign,Safety Products,South East,51,Enquiry,8981.7,Contractor
LD-798,23/08/2023,Referral,Packaging,North,19,Proposal Sent,75036.24,Trade
LD-799,17/05/2023,Trade Show,MRO Supplies,London,74,Lost,20710.96,Trade
LD-800,25/05/2024,Online Directory,MRO Supplies,South West,53,Won,6205.53,Government
LD-801,16/05/2024,Online Directory,Safety Products,London,26,Enquiry,67697.59,Retail
LD-802,22/07/2022,Trade Show,Industrial Hardware,North,85,Proposal Sent,38318.51,Retail
LD-803,04/03/2023,Referral,Industrial Hardware,South East,45,Proposal Sent,75471.91,Government
LD-804,22/03/2022,Email Campaign,MRO Supplies,North,90,Proposal Sent,80445.81,Trade
LD-805,02/04/2022,Referral,Packaging,North,78,Won,3647.07,Retail
LD-806,15/05/2024,Online Directory,Warehouse Equipment,South East,5,Won,19300.9,Retail
LD-807,27/08/2022,Cold Call,Packaging,South East,82,Qualified,44788.76,Trade
LD-808,11/05/2024,Cold Call,MRO Supplies,North,34,Lost,43173.33,Government
LD-809,12/11/2024,Email Campaign,Packaging,London,56,Won,83708.69,Government
LD-810,21/07/2024,Online Directory,Packaging,South East,76,Enquiry,31499.12,Government
LD-811,29/10/2022,Email Campaign,Industrial Hardware,North,36,Enquiry,40791.18,Contractor
LD-812,30/03/2023,Email Campaign,MRO Supplies,South East,64,Lost,14873.04,Government
LD-813,14/12/2022,Online Directory,MRO Supplies,South East,19,Enquiry,22023.61,Retail
LD-814,30/10/2024,Email Campaign,Safety Products,London,83,Qualified,17850.89,Government
LD-815,20/06/2024,Referral,MRO Supplies,South West,29,Lost,34871.14,Government
LD-816,19/01/2023,Trade Show,Safety Products,South East,64,Proposal Sent,52694.31,Trade
LD-817,25/02/2023,Cold Call,Safety Products,Midlands,71,Won,14383.6,Retail
LD-818,08/12/2023,Online Directory,Industrial Hardware,London,9,Lost,71988.79,Retail
LD-819,04/06/2024,Online Directory,Safety Products,London,78,Enquiry,20388.04,Retail
LD-820,22/06/2022,Email Campaign,Safety Products,London,79,Proposal Sent,66145.33,Government
LD-821,11/06/2022,Cold Call,Warehouse Equipment,London,62,Qualified,74472.53,Government
LD-822,26/01/2023,Email Campaign,MRO Supplies,South West,68,Lost,73415.4,Retail
LD-823,03/05/2023,Email Campaign,MRO Supplies,North,48,Proposal Sent,30435.95,Government
LD-824,18/10/2023,Trade Show,Warehouse Equipment,North,7,Lost,54469.05,Government
LD-825,08/11/2022,Trade Show,Safety Products,South West,50,Qualified,57500.37,Trade
LD-826,28/07/2022,Cold Call,Warehouse Equipment,North,53,Won,65321.74,Retail
LD-827,02/10/2024,Email Campaign,Industrial Hardware,South East,75,Won,34187.71,Contractor
LD-828,27/12/2024,Online Directory,Warehouse Equipment,South West,21,Qualified,29137.39,Retail
LD-829,02/03/2023,Referral,MRO Supplies,Midlands,19,Won,44679.43,Trade
LD-830,20/05/2023,Trade Show,Industrial Hardware,North,81,Lost,35450.01,Government
LD-831,31/05/2022,Cold Call,Warehouse Equipment,London,23,Qualified,1362.29,Government
LD-832,30/01/2023,Referral,Safety Products,London,52,Proposal Sent,71707.91,Trade
LD-833,01/02/2024,Website,Safety Products,North,24,Lost,61830.72,Trade
LD-834,17/01/2022,Trade Show,Safety Products,South West,65,Proposal Sent,33534.66,Retail
LD-835,11/03/2024,Website,Warehouse Equipment,London,88,Lost,14284.13,Contractor
LD-836,30/07/2024,Cold Call,MRO Supplies,North,86,Qualified,78441.83,Trade
LD-837,03/03/2022,Online Directory,Safety Products,Midlands,74,Qualified,9703.77,Government
LD-838,02/10/2024,Referral,Warehouse Equipment,South West,80,Lost,52506.31,Contractor
LD-839,08/12/2023,Referral,Industrial Hardware,North,37,Proposal Sent,10256.98,Retail
LD-840,16/07/2023,Referral,Warehouse Equipment,Midlands,6,Qualified,23117.51,Trade
LD-841,18/06/2023,Online Directory,Safety Products,North,74,Qualified,46676.07,Government
LD-842,10/06/2023,Online Directory,Safety Products,South East,43,Qualified,14316.03,Contractor
LD-843,02/02/2023,Website,Industrial Hardware,South West,54,Won,35990.84,Trade
LD-844,24/05/2022,Trade Show,MRO Supplies,North,3,Lost,56767.19,Retail
LD-845,17/04/2023,Cold Call,MRO Supplies,South East,93,Qualified,70732.73,Trade
LD-846,29/02/2024,Referral,Industrial Hardware,North,66,Enquiry,21685.42,Retail
LD-847,18/05/2022,Cold Call,Industrial Hardware,London,46,Won,56081.0,Government
LD-848,27/12/2024,Cold Call,Safety Products,South West,16,Qualified,81825.3,Retail
LD-849,31/03/2024,Trade Show,MRO Supplies,Midlands,93,Lost,43800.14,Trade
LD-850,04/12/2022,Cold Call,MRO Supplies,South West,45,Enquiry,25047.76,Contractor
LD-851,14/09/2024,Website,MRO Supplies,South West,6,Proposal Sent,23264.14,Trade
LD-852,05/02/2023,Online Directory,Industrial Hardware,London,9,Lost,44201.58,Trade
LD-853,23/03/2024,Cold Call,Warehouse Equipment,Midlands,60,Won,50347.53,Government
LD-854,05/08/2022,Email Campaign,Packaging,Midlands,91,Won,9872.55,Retail
LD-855,22/03/2022,Website,MRO Supplies,North,79,Won,45874.32,Government
LD-856,13/05/2024,Online Directory,Safety Products,Midlands,83,Proposal Sent,40617.85,Government
LD-857,29/06/2023,Email Campaign,Safety Products,North,84,Proposal Sent,14702.85,Contractor
LD-858,28/03/2022,Cold Call,Packaging,London,72,Won,54383.71,Trade
LD-859,11/10/2022,Trade Show,MRO Supplies,London,30,Enquiry,6374.1,Government
LD-860,11/02/2022,Cold Call,Safety Products,South West,93,Enquiry,5890.12,Contractor
LD-861,23/05/2022,Email Campaign,Packaging,Midlands,96,Qualified,31218.29,Contractor
LD-862,18/10/2024,Online Directory,Packaging,Midlands,7,Qualified,48086.54,Retail
LD-863,31/12/2022,Cold Call,Safety Products,South West,54,Proposal Sent,9006.79,Contractor
LD-864,15/07/2023,Trade Show,Warehouse Equipment,Midlands,57,Enquiry,57651.98,Government
LD-865,23/03/2023,Website,Warehouse Equipment,Midlands,87,Qualified,79859.53,Government
LD-866,15/08/2024,Online Directory,MRO Supplies,South West,83,Won,43602.09,Trade
LD-867,17/01/2023,Referral,MRO Supplies,North,86,Proposal Sent,13072.45,Retail
LD-868,25/05/2023,Email Campaign,Industrial Hardware,Midlands,72,Won,78301.45,Trade
LD-869,27/05/2024,Online Directory,Safety Products,Midlands,68,Proposal Sent,63397.58,Retail
LD-870,08/02/2022,Online Directory,Packaging,North,46,Lost,20135.21,Retail
LD-871,21/03/2022,Online Directory,Industrial Hardware,South West,72,Proposal Sent,31678.05,Contractor
LD-872,16/12/2023,Website,Packaging,Midlands,76,Won,60226.73,Trade
LD-873,25/06/2022,Cold Call,MRO Supplies,South West,61,Enquiry,17991.29,Trade
LD-874,22/05/2023,Trade Show,MRO Supplies,Midlands,68,Won,8340.62,Contractor
LD-875,21/11/2024,Referral,Warehouse Equipment,North,35,Qualified,59918.49,Trade
LD-876,13/03/2023,Email Campaign,Industrial Hardware,North,14,Qualified,43890.76,Retail
LD-877,12/06/2024,Website,Industrial Hardware,London,80,Qualified,45142.11,Trade
LD-878,21/12/2022,Website,Warehouse Equipment,London,23,Proposal Sent,66644.93,Trade
LD-879,20/08/2022,Cold Call,Industrial Hardware,South West,10,Lost,45102.09,Contractor
LD-880,27/08/2022,Email Campaign,Packaging,London,6,Proposal Sent,67259.26,Government
LD-881,09/03/2022,Trade Show,MRO Supplies,London,32,Won,75137.59,Contractor
LD-882,26/12/2023,Cold Call,Packaging,North,14,Enquiry,51124.17,Trade
LD-883,02/11/2024,Website,Industrial Hardware,Midlands,1,Proposal Sent,5664.52,Retail
LD-884,05/01/2024,Online Directory,Warehouse Equipment,South East,72,Enquiry,77287.74,Government
LD-885,25/04/2023,Online Directory,Industrial Hardware,London,5,Enquiry,10782.42,Contractor
LD-886,27/04/2022,Website,Industrial Hardware,North,13,Enquiry,37506.34,Retail
LD-887,26/12/2024,Cold Call,Industrial Hardware,London,79,Proposal Sent,42622.62,Retail
LD-888,26/09/2024,Email Campaign,Industrial Hardware,Midlands,67,Qualified,7889.45,Trade
LD-889,08/10/2022,Referral,Packaging,London,37,Enquiry,9704.39,Retail
LD-890,20/12/2022,Cold Call,Packaging,Midlands,65,Qualified,71854.29,Government
LD-891,15/12/2022,Website,MRO Supplies,South East,94,Qualified,28177.08,Retail
LD-892,18/05/2022,Website,Packaging,South East,30,Won,26316.0,Contractor
LD-893,05/04/2023,Online Directory,Safety Products,North,25,Lost,69818.92,Contractor
LD-894,01/11/2023,Referral,Industrial Hardware,South West,1,Won,18120.53,Trade
LD-895,19/08/2022,Online Directory,Safety Products,Midlands,82,Enquiry,79309.48,Trade
LD-896,21/09/2023,Online Directory,Industrial Hardware,Midlands,19,Qualified,49088.06,Trade
LD-897,23/07/2023,Online Directory,Packaging,South East,27,Won,53961.78,Government
LD-898,25/06/2023,Online Directory,Packaging,South East,35,Won,27044.0,Trade
LD-899,02/06/2024,Website,MRO Supplies,London,86,Enquiry,30089.34,Retail
LD-900,27/11/2023,Trade Show,Warehouse Equipment,Midlands,17,Enquiry,31592.31,Retail
LD-901,27/10/2024,Referral,Packaging,London,13,Won,82945.74,Contractor
LD-902,21/03/2023,Referral,Warehouse Equipment,North,29,Proposal Sent,70430.75,Contractor
LD-903,13/06/2022,Website,MRO Supplies,North,35,Lost,43639.32,Government
LD-904,08/10/2024,Website,MRO Supplies,North,85,Lost,58817.05,Trade
LD-905,02/07/2024,Referral,MRO Supplies,North,77,Enquiry,26079.19,Trade
LD-906,17/03/2024,Online Directory,Warehouse Equipment,London,43,Proposal Sent,50275.12,Contractor
LD-907,16/07/2024,Referral,Industrial Hardware,South West,62,Won,2178.52,Trade
LD-908,09/02/2024,Referral,Industrial Hardware,South East,21,Enquiry,59076.75,Retail
LD-909,07/04/2022,Trade Show,Safety Products,London,90,Lost,66544.26,Trade
LD-910,04/10/2023,Cold Call,Industrial Hardware,North,28,Lost,74960.27,Government
LD-911,09/10/2024,Cold Call,Safety Products,Midlands,70,Qualified,62582.98,Contractor
LD-912,22/05/2022,Website,Warehouse Equipment,North,7,Won,51098.83,Contractor
LD-913,19/01/2023,Website,Warehouse Equipment,Midlands,65,Enquiry,31113.05,Government
LD-914,27/11/2024,Trade Show,Packaging,Midlands,34,Lost,21012.83,Contractor
LD-915,07/07/2024,Online Directory,Safety Products,North,7,Qualified,79775.78,Government
LD-916,30/05/2022,Trade Show,Safety Products,Midlands,67,Won,62504.06,Retail
LD-917,27/11/2023,Online Directory,MRO Supplies,South East,83,Lost,17073.66,Retail
LD-918,23/04/2023,Website,Packaging,London,77,Won,51824.8,Retail
LD-919,06/10/2023,Online Directory,Packaging,North,73,Lost,33074.3,Contractor
LD-920,01/10/2022,Online Directory,MRO Supplies,South West,91,Won,20920.53,Trade
LD-921,01/02/2024,Trade Show,MRO Supplies,South East,92,Enquiry,48873.43,Retail
LD-922,20/01/2024,Trade Show,Safety Products,South West,89,Qualified,58345.12,Contractor
LD-923,30/06/2022,Email Campaign,Warehouse Equipment,South East,28,Enquiry,60650.58,Contractor
LD-924,18/01/2022,Cold Call,Warehouse Equipment,South West,80,Qualified,59432.65,Trade
LD-925,25/11/2022,Website,Warehouse Equipment,North,52,Proposal Sent,23644.91,Trade
LD-926,09/01/2022,Trade Show,Warehouse Equipment,London,62,Qualified,27488.49,Retail
LD-927,14/01/2023,Email Campaign,Warehouse Equipment,South West,38,Won,42862.96,Retail
LD-928,20/03/2023,Website,Industrial Hardware,North,93,Lost,63774.23,Government
LD-929,09/02/2023,Email Campaign,Industrial Hardware,North,12,Proposal Sent,51245.98,Retail
LD-930,27/02/2023,Cold Call,Warehouse Equipment,London,70,Won,44595.77,Government
LD-931,07/06/2024,Email Campaign,Warehouse Equipment,London,86,Lost,38174.87,Contractor
LD-932,13/03/2024,Online Directory,Industrial Hardware,London,33,Qualified,81022.35,Trade
LD-933,30/05/2023,Online Directory,Industrial Hardware,London,38,Proposal Sent,31551.02,Retail
LD-934,09/02/2024,Trade Show,Packaging,London,23,Enquiry,21073.08,Contractor
LD-935,14/07/2022,Website,Warehouse Equipment,Midlands,48,Lost,16407.35,Contractor
LD-936,27/04/2023,Online Directory,Warehouse Equipment,Midlands,10,Won,55582.76,Trade
LD-937,30/12/2023,Trade Show,Safety Products,London,47,Proposal Sent,20279.12,Retail
LD-938,25/07/2023,Email Campaign,Safety Products,Midlands,27,Won,57195.28,Contractor
LD-939,19/03/2023,Email Campaign,Packaging,North,8,Proposal Sent,61624.78,Retail
LD-940,26/02/2024,Online Directory,Warehouse Equipment,Midlands,26,Enquiry,1298.65,Trade
LD-941,09/11/2024,Referral,Warehouse Equipment,London,77,Qualified,968.49,Government
LD-942,15/03/2023,Online Directory,Industrial Hardware,Midlands,13,Proposal Sent,49775.21,Contractor
LD-943,14/11/2024,Online Directory,Warehouse Equipment,South East,75,Qualified,43764.26,Government
